State,Year,Rainfall_mm
SUBDIVISION,YEAR,ANNUAL
UTTARAKHAND,1923,1582.90
UTTARAKHAND,1924,1927.10
UTTARAKHAND,1925,1535.00
UTTARAKHAND,1926,1381.20
UTTARAKHAND,1927,1649.90
UTTARAKHAND,1928,1241.90
UTTARAKHAND,1929,1212.20
UTTARAKHAND,1930,1271.20
UTTARAKHAND,1931,1334.10
UTTARAKHAND,1932,1369.60
UTTARAKHAND,1933,1595.80
UTTARAKHAND,1934,1339.00
UTTARAKHAND,1935,1137.20
UTTARAKHAND,1936,1912.30
UTTARAKHAND,1937,1533.60
UTTARAKHAND,1938,1529.30
UTTARAKHAND,1939,1142.60
UTTARAKHAND,1940,1223.70
UTTARAKHAND,1941,1061.60
UTTARAKHAND,1942,1711.40
UTTARAKHAND,1943,1366.70
UTTARAKHAND,1944,1198.90
UTTARAKHAND,1945,1648.00
UTTARAKHAND,1946,1526.70
UTTARAKHAND,1947,1359.80
UTTARAKHAND,1948,1535.40
UTTARAKHAND,1949,1412.10
UTTARAKHAND,1950,1584.10
UTTARAKHAND,1951,1174.30
UTTARAKHAND,1952,1477.80
UTTARAKHAND,1953,1565.80
UTTARAKHAND,1954,1862.90
UTTARAKHAND,1955,1666.90
UTTARAKHAND,1956,1943.00
UTTARAKHAND,1957,1780.70
UTTARAKHAND,1958,1499.00
UTTARAKHAND,1959,1743.00
UTTARAKHAND,1960,1540.10
UTTARAKHAND,1961,1948.30
UTTARAKHAND,1962,1647.40
UTTARAKHAND,1963,1802.00
UTTARAKHAND,1964,1769.60
UTTARAKHAND,1965,1305.70
UTTARAKHAND,1966,1465.80
UTTARAKHAND,1967,1556.20
UTTARAKHAND,1968,1478.60
UTTARAKHAND,1969,1635.70
UTTARAKHAND,1970,1293.50
UTTARAKHAND,1971,1803.80
UTTARAKHAND,1972,1077.80
UTTARAKHAND,1973,1239.70
UTTARAKHAND,1974,1161.80
UTTARAKHAND,1975,1580.30
UTTARAKHAND,1976,986.30
UTTARAKHAND,1977,1416.30
UTTARAKHAND,1978,2031.40
UTTARAKHAND,1979,1072.30
UTTARAKHAND,1980,1333.50
UTTARAKHAND,1981,1356.10
UTTARAKHAND,1982,1372.10
UTTARAKHAND,1983,1525.30
UTTARAKHAND,1984,1339.10
UTTARAKHAND,1985,1653.70
UTTARAKHAND,1986,1514.50
UTTARAKHAND,1987,987.30
UTTARAKHAND,1988,1602.40
UTTARAKHAND,1989,1263.80
UTTARAKHAND,1990,1564.90
UTTARAKHAND,1991,1020.70
UTTARAKHAND,1992,1108.10
UTTARAKHAND,1993,1594.10
UTTARAKHAND,1994,1441.70
UTTARAKHAND,1995,1616.10
UTTARAKHAND,1996,1401.40
UTTARAKHAND,1997,803.40
UTTARAKHAND,1998,1198.60
UTTARAKHAND,1999,1185.50
UTTARAKHAND,2000,1712.90
UTTARAKHAND,2001,1544.40
UTTARAKHAND,2002,1574.70
UTTARAKHAND,2003,1734.30
UTTARAKHAND,2004,1219.60
UTTARAKHAND,2005,1348.20
UTTARAKHAND,2006,1178.90
UTTARAKHAND,2007,1924.30
UTTARAKHAND,2008,1363.70
UTTARAKHAND,2009,847.80
UTTARAKHAND,2010,1424.00
UTTARAKHAND,2011,1564.70
UTTARAKHAND,2012,1223.90
UTTARAKHAND,2013,1735.40
UTTARAKHAND,2014,1287.40
UTTARAKHAND,2015,1247.60
HARYANA DELHI & CHANDIGARH,1901,390.10
HARYANA DELHI & CHANDIGARH,1902,419.80
HARYANA DELHI & CHANDIGARH,1903,428.90
HARYANA DELHI & CHANDIGARH,1904,527.80
HARYANA DELHI & CHANDIGARH,1905,322.90
HARYANA DELHI & CHANDIGARH,1906,593.60
HARYANA DELHI & CHANDIGARH,1907,443.90
HARYANA DELHI & CHANDIGARH,1908,689.00
HARYANA DELHI & CHANDIGARH,1909,769.30
HARYANA DELHI & CHANDIGARH,1910,605.20
HARYANA DELHI & CHANDIGARH,1911,509.70
HARYANA DELHI & CHANDIGARH,1912,529.30
HARYANA DELHI & CHANDIGARH,1913,508.40
HARYANA DELHI & CHANDIGARH,1914,664.70
HARYANA DELHI & CHANDIGARH,1915,422.40
HARYANA DELHI & CHANDIGARH,1916,629.10
HARYANA DELHI & CHANDIGARH,1917,986.70
HARYANA DELHI & CHANDIGARH,1918,234.70
HARYANA DELHI & CHANDIGARH,1919,553.70
HARYANA DELHI & CHANDIGARH,1920,368.80
HARYANA DELHI & CHANDIGARH,1921,446.50
HARYANA DELHI & CHANDIGARH,1922,552.90
HARYANA DELHI & CHANDIGARH,1923,581.50
HARYANA DELHI & CHANDIGARH,1924,654.80
HARYANA DELHI & CHANDIGARH,1925,557.20
HARYANA DELHI & CHANDIGARH,1926,615.90
HARYANA DELHI & CHANDIGARH,1927,502.50
HARYANA DELHI & CHANDIGARH,1928,388.20
HARYANA DELHI & CHANDIGARH,1929,306.60
HARYANA DELHI & CHANDIGARH,1930,500.50
HARYANA DELHI & CHANDIGARH,1931,519.20
HARYANA DELHI & CHANDIGARH,1932,440.10
HARYANA DELHI & CHANDIGARH,1933,856.90
HARYANA DELHI & CHANDIGARH,1934,501.40
HARYANA DELHI & CHANDIGARH,1935,568.30
HARYANA DELHI & CHANDIGARH,1936,511.10
HARYANA DELHI & CHANDIGARH,1937,481.70
HARYANA DELHI & CHANDIGARH,1938,278.80
HARYANA DELHI & CHANDIGARH,1939,310.20
HARYANA DELHI & CHANDIGARH,1940,395.70
HARYANA DELHI & CHANDIGARH,1941,363.90
HARYANA DELHI & CHANDIGARH,1942,804.50
HARYANA DELHI & CHANDIGARH,1943,407.90
HARYANA DELHI & CHANDIGARH,1944,484.20
HARYANA DELHI & CHANDIGARH,1945,654.60
HARYANA DELHI & CHANDIGARH,1946,437.80
HARYANA DELHI & CHANDIGARH,1947,464.50
HARYANA DELHI & CHANDIGARH,1948,592.10
HARYANA DELHI & CHANDIGARH,1949,485.30
HARYANA DELHI & CHANDIGARH,1950,551.10
HARYANA DELHI & CHANDIGARH,1951,338.20
HARYANA DELHI & CHANDIGARH,1952,556.30
HARYANA DELHI & CHANDIGARH,1953,561.90
HARYANA DELHI & CHANDIGARH,1954,537.00
HARYANA DELHI & CHANDIGARH,1955,694.10
HARYANA DELHI & CHANDIGARH,1956,653.80
HARYANA DELHI & CHANDIGARH,1957,617.20
HARYANA DELHI & CHANDIGARH,1958,673.00
HARYANA DELHI & CHANDIGARH,1959,484.90
HARYANA DELHI & CHANDIGARH,1960,722.90
HARYANA DELHI & CHANDIGARH,1961,627.90
HARYANA DELHI & CHANDIGARH,1962,511.00
HARYANA DELHI & CHANDIGARH,1963,521.80
HARYANA DELHI & CHANDIGARH,1964,710.90
HARYANA DELHI & CHANDIGARH,1965,381.90
HARYANA DELHI & CHANDIGARH,1966,707.70
HARYANA DELHI & CHANDIGARH,1967,839.90
HARYANA DELHI & CHANDIGARH,1968,388.30
HARYANA DELHI & CHANDIGARH,1969,477.20
HARYANA DELHI & CHANDIGARH,1970,538.20
HARYANA DELHI & CHANDIGARH,1971,636.80
HARYANA DELHI & CHANDIGARH,1972,440.80
HARYANA DELHI & CHANDIGARH,1973,527.20
HARYANA DELHI & CHANDIGARH,1974,384.90
HARYANA DELHI & CHANDIGARH,1975,622.10
HARYANA DELHI & CHANDIGARH,1976,726.70
HARYANA DELHI & CHANDIGARH,1977,740.10
HARYANA DELHI & CHANDIGARH,1978,651.10
HARYANA DELHI & CHANDIGARH,1979,341.50
HARYANA DELHI & CHANDIGARH,1980,513.20
HARYANA DELHI & CHANDIGARH,1981,493.40
HARYANA DELHI & CHANDIGARH,1982,506.60
HARYANA DELHI & CHANDIGARH,1983,744.50
HARYANA DELHI & CHANDIGARH,1984,479.20
HARYANA DELHI & CHANDIGARH,1985,572.40
HARYANA DELHI & CHANDIGARH,1986,450.90
HARYANA DELHI & CHANDIGARH,1987,318.60
HARYANA DELHI & CHANDIGARH,1988,845.00
HARYANA DELHI & CHANDIGARH,1989,416.50
HARYANA DELHI & CHANDIGARH,1990,703.10
HARYANA DELHI & CHANDIGARH,1991,393.90
HARYANA DELHI & CHANDIGARH,1992,429.70
HARYANA DELHI & CHANDIGARH,1993,523.80
HARYANA DELHI & CHANDIGARH,1994,564.40
HARYANA DELHI & CHANDIGARH,1995,819.10
HARYANA DELHI & CHANDIGARH,1996,644.60
HARYANA DELHI & CHANDIGARH,1997,668.60
HARYANA DELHI & CHANDIGARH,1998,685.30
HARYANA DELHI & CHANDIGARH,1999,344.40
HARYANA DELHI & CHANDIGARH,2000,384.40
HARYANA DELHI & CHANDIGARH,2001,485.50
HARYANA DELHI & CHANDIGARH,2002,357.20
HARYANA DELHI & CHANDIGARH,2003,597.60
HARYANA DELHI & CHANDIGARH,2004,487.30
HARYANA DELHI & CHANDIGARH,2005,519.50
HARYANA DELHI & CHANDIGARH,2006,330.90
HARYANA DELHI & CHANDIGARH,2007,446.60
HARYANA DELHI & CHANDIGARH,2008,710.40
HARYANA DELHI & CHANDIGARH,2009,395.40
HARYANA DELHI & CHANDIGARH,2010,640.50
HARYANA DELHI & CHANDIGARH,2011,512.00
HARYANA DELHI & CHANDIGARH,2012,391.40
HARYANA DELHI & CHANDIGARH,2013,461.20
HARYANA DELHI & CHANDIGARH,2014,305.50
HARYANA DELHI & CHANDIGARH,2015,435.30
PUNJAB,1901,523.50
PUNJAB,1902,398.00
PUNJAB,1903,571.00
PUNJAB,1904,451.50
PUNJAB,1905,434.30
PUNJAB,1906,677.50
PUNJAB,1907,589.20
PUNJAB,1908,740.40
PUNJAB,1909,846.10
PUNJAB,1910,616.30
PUNJAB,1911,505.60
PUNJAB,1912,536.40
PUNJAB,1913,561.20
PUNJAB,1914,794.40
PUNJAB,1915,421.70
PUNJAB,1916,588.40
PUNJAB,1917,1126.70
PUNJAB,1918,339.60
PUNJAB,1919,549.90
PUNJAB,1920,383.10
PUNJAB,1921,370.40
PUNJAB,1922,513.60
PUNJAB,1923,737.90
PUNJAB,1924,590.80
PUNJAB,1925,629.60
PUNJAB,1926,607.30
PUNJAB,1927,481.00
PUNJAB,1928,437.10
PUNJAB,1929,423.00
PUNJAB,1930,557.20
PUNJAB,1931,588.60
PUNJAB,1932,490.30
PUNJAB,1933,860.60
PUNJAB,1934,429.20
PUNJAB,1935,598.20
PUNJAB,1936,626.40
PUNJAB,1937,571.10
PUNJAB,1938,430.90
PUNJAB,1939,403.70
PUNJAB,1940,532.20
PUNJAB,1941,506.30
PUNJAB,1942,871.60
PUNJAB,1943,422.30
PUNJAB,1944,626.90
PUNJAB,1945,805.30
PUNJAB,1946,478.10
PUNJAB,1947,600.90
PUNJAB,1948,620.20
PUNJAB,1949,584.90
PUNJAB,1950,992.00
PUNJAB,1951,499.50
PUNJAB,1952,565.90
PUNJAB,1953,611.50
PUNJAB,1954,633.20
PUNJAB,1955,973.90
PUNJAB,1956,750.40
PUNJAB,1957,710.50
PUNJAB,1958,828.00
PUNJAB,1959,699.80
PUNJAB,1960,606.90
PUNJAB,1961,690.10
PUNJAB,1962,769.30
PUNJAB,1963,476.20
PUNJAB,1964,708.80
PUNJAB,1965,423.20
PUNJAB,1966,638.20
PUNJAB,1967,680.40
PUNJAB,1968,536.20
PUNJAB,1969,494.80
PUNJAB,1970,650.60
PUNJAB,1971,748.00
PUNJAB,1972,470.90
PUNJAB,1973,743.10
PUNJAB,1974,356.20
PUNJAB,1975,705.90
PUNJAB,1976,794.70
PUNJAB,1977,712.60
PUNJAB,1978,720.60
PUNJAB,1979,464.00
PUNJAB,1980,661.70
PUNJAB,1981,503.70
PUNJAB,1982,571.30
PUNJAB,1983,751.10
PUNJAB,1984,710.50
PUNJAB,1985,752.90
PUNJAB,1986,611.90
PUNJAB,1987,409.60
PUNJAB,1988,1222.60
PUNJAB,1989,480.30
PUNJAB,1990,754.70
PUNJAB,1991,475.90
PUNJAB,1992,478.20
PUNJAB,1993,583.10
PUNJAB,1994,580.90
PUNJAB,1995,869.10
PUNJAB,1996,589.70
PUNJAB,1997,690.10
PUNJAB,1998,588.60
PUNJAB,1999,364.40
PUNJAB,2000,405.30
PUNJAB,2001,441.00
PUNJAB,2002,274.70
PUNJAB,2003,424.60
PUNJAB,2004,351.70
PUNJAB,2005,552.00
PUNJAB,2006,647.70
PUNJAB,2007,594.80
PUNJAB,2008,717.10
PUNJAB,2009,361.20
PUNJAB,2010,451.50
PUNJAB,2011,705.20
PUNJAB,2012,493.60
PUNJAB,2013,586.60
PUNJAB,2014,382.70
PUNJAB,2015,510.80
HIMACHAL PRADESH,1901,1345.10
HIMACHAL PRADESH,1902,951.60
HIMACHAL PRADESH,1903,993.30
HIMACHAL PRADESH,1904,987.60
HIMACHAL PRADESH,1905,930.20
HIMACHAL PRADESH,1906,1317.50
HIMACHAL PRADESH,1907,875.40
HIMACHAL PRADESH,1908,987.60
HIMACHAL PRADESH,1909,1077.00
HIMACHAL PRADESH,1910,1406.90
HIMACHAL PRADESH,1911,1333.80
HIMACHAL PRADESH,1912,1207.60
HIMACHAL PRADESH,1913,1119.30
HIMACHAL PRADESH,1914,1735.90
HIMACHAL PRADESH,1915,1236.80
HIMACHAL PRADESH,1916,1172.10
HIMACHAL PRADESH,1917,1703.60
HIMACHAL PRADESH,1918,984.70
HIMACHAL PRADESH,1919,1213.10
HIMACHAL PRADESH,1920,1084.80
HIMACHAL PRADESH,1921,1311.20
HIMACHAL PRADESH,1922,1718.60
HIMACHAL PRADESH,1923,1620.90
HIMACHAL PRADESH,1924,1660.70
HIMACHAL PRADESH,1925,1509.30
HIMACHAL PRADESH,1926,1450.00
HIMACHAL PRADESH,1927,1435.00
HIMACHAL PRADESH,1928,1308.90
HIMACHAL PRADESH,1929,1424.70
HIMACHAL PRADESH,1930,1305.50
HIMACHAL PRADESH,1931,1266.30
HIMACHAL PRADESH,1932,1418.90
HIMACHAL PRADESH,1933,1240.40
HIMACHAL PRADESH,1934,982.10
HIMACHAL PRADESH,1935,1027.90
HIMACHAL PRADESH,1936,1158.00
HIMACHAL PRADESH,1937,1465.00
HIMACHAL PRADESH,1938,927.50
HIMACHAL PRADESH,1939,877.80
HIMACHAL PRADESH,1940,1088.60
HIMACHAL PRADESH,1941,895.50
HIMACHAL PRADESH,1942,1328.30
HIMACHAL PRADESH,1943,1223.10
HIMACHAL PRADESH,1944,1128.80
HIMACHAL PRADESH,1945,1646.90
HIMACHAL PRADESH,1946,1539.00
HIMACHAL PRADESH,1947,1313.20
HIMACHAL PRADESH,1948,1758.70
HIMACHAL PRADESH,1949,1310.90
HIMACHAL PRADESH,1950,1684.40
HIMACHAL PRADESH,1951,1238.50
HIMACHAL PRADESH,1952,1263.70
HIMACHAL PRADESH,1953,1425.70
HIMACHAL PRADESH,1954,1717.60
HIMACHAL PRADESH,1955,1919.20
HIMACHAL PRADESH,1956,1541.60
HIMACHAL PRADESH,1957,1822.70
HIMACHAL PRADESH,1958,1572.30
HIMACHAL PRADESH,1959,1640.30
HIMACHAL PRADESH,1960,1115.10
HIMACHAL PRADESH,1961,1515.50
HIMACHAL PRADESH,1962,1393.50
HIMACHAL PRADESH,1963,1354.50
HIMACHAL PRADESH,1964,1354.10
HIMACHAL PRADESH,1965,1220.40
HIMACHAL PRADESH,1966,1371.00
HIMACHAL PRADESH,1967,1558.50
HIMACHAL PRADESH,1968,1168.20
HIMACHAL PRADESH,1969,1127.60
HIMACHAL PRADESH,1970,1082.50
HIMACHAL PRADESH,1971,1275.10
HIMACHAL PRADESH,1972,842.30
HIMACHAL PRADESH,1973,955.20
HIMACHAL PRADESH,1974,776.10
HIMACHAL PRADESH,1975,1054.10
HIMACHAL PRADESH,1976,1179.30
HIMACHAL PRADESH,1977,1245.00
HIMACHAL PRADESH,1978,1371.20
HIMACHAL PRADESH,1979,1021.00
HIMACHAL PRADESH,1980,1155.00
HIMACHAL PRADESH,1981,1147.10
HIMACHAL PRADESH,1982,1423.00
HIMACHAL PRADESH,1983,1189.60
HIMACHAL PRADESH,1984,968.30
HIMACHAL PRADESH,1985,1193.90
HIMACHAL PRADESH,1986,1322.60
HIMACHAL PRADESH,1987,1035.60
HIMACHAL PRADESH,1988,1881.10
HIMACHAL PRADESH,1989,1177.20
HIMACHAL PRADESH,1990,1462.70
HIMACHAL PRADESH,1991,1104.80
HIMACHAL PRADESH,1992,1383.10
HIMACHAL PRADESH,1993,1128.30
HIMACHAL PRADESH,1994,1410.20
HIMACHAL PRADESH,1995,1493.90
HIMACHAL PRADESH,1996,1384.40
HIMACHAL PRADESH,1997,1454.50
HIMACHAL PRADESH,1998,1381.60
HIMACHAL PRADESH,1999,1144.90
HIMACHAL PRADESH,2000,1068.40
HIMACHAL PRADESH,2001,991.80
HIMACHAL PRADESH,2002,990.40
HIMACHAL PRADESH,2003,1034.50
HIMACHAL PRADESH,2004,878.50
HIMACHAL PRADESH,2005,1248.50
HIMACHAL PRADESH,2006,1218.40
HIMACHAL PRADESH,2007,1034.50
HIMACHAL PRADESH,2008,1114.20
HIMACHAL PRADESH,2009,956.50
HIMACHAL PRADESH,2010,1259.40
HIMACHAL PRADESH,2011,1108.30
HIMACHAL PRADESH,2012,951.60
HIMACHAL PRADESH,2013,1211.90
HIMACHAL PRADESH,2014,1008.70
HIMACHAL PRADESH,2015,1210.50
JAMMU & KASHMIR,1901,979.90
JAMMU & KASHMIR,1902,760.50
JAMMU & KASHMIR,1903,1286.60
JAMMU & KASHMIR,1904,982.20
JAMMU & KASHMIR,1905,1157.70
JAMMU & KASHMIR,1906,1193.10
JAMMU & KASHMIR,1907,1069.60
JAMMU & KASHMIR,1908,1227.30
JAMMU & KASHMIR,1909,1339.90
JAMMU & KASHMIR,1910,1109.40
JAMMU & KASHMIR,1911,1280.20
JAMMU & KASHMIR,1912,936.70
JAMMU & KASHMIR,1913,1000.20
JAMMU & KASHMIR,1914,1692.10
JAMMU & KASHMIR,1915,963.90
JAMMU & KASHMIR,1916,1034.30
JAMMU & KASHMIR,1917,1386.10
JAMMU & KASHMIR,1918,916.50
JAMMU & KASHMIR,1919,1189.20
JAMMU & KASHMIR,1920,889.90
JAMMU & KASHMIR,1921,1057.60
JAMMU & KASHMIR,1922,890.80
JAMMU & KASHMIR,1923,1264.30
JAMMU & KASHMIR,1924,1182.20
JAMMU & KASHMIR,1925,1013.30
JAMMU & KASHMIR,1926,1123.60
JAMMU & KASHMIR,1927,973.10
JAMMU & KASHMIR,1928,1291.00
JAMMU & KASHMIR,1929,1102.70
JAMMU & KASHMIR,1930,1168.00
JAMMU & KASHMIR,1931,955.00
JAMMU & KASHMIR,1932,1039.40
JAMMU & KASHMIR,1933,1187.70
JAMMU & KASHMIR,1934,803.10
JAMMU & KASHMIR,1935,1085.50
JAMMU & KASHMIR,1936,1140.80
JAMMU & KASHMIR,1937,939.60
JAMMU & KASHMIR,1938,1061.70
JAMMU & KASHMIR,1939,1003.50
JAMMU & KASHMIR,1940,878.30
JAMMU & KASHMIR,1941,871.60
JAMMU & KASHMIR,1942,1239.80
JAMMU & KASHMIR,1943,1167.70
JAMMU & KASHMIR,1944,1051.00
JAMMU & KASHMIR,1945,856.20
JAMMU & KASHMIR,1946,922.30
JAMMU & KASHMIR,1947,914.00
JAMMU & KASHMIR,1948,1183.10
JAMMU & KASHMIR,1949,946.90
JAMMU & KASHMIR,1950,1523.10
JAMMU & KASHMIR,1951,963.00
JAMMU & KASHMIR,1952,1069.60
JAMMU & KASHMIR,1953,1229.60
JAMMU & KASHMIR,1954,1307.10
JAMMU & KASHMIR,1955,1156.40
JAMMU & KASHMIR,1956,1520.80
JAMMU & KASHMIR,1957,1520.30
JAMMU & KASHMIR,1958,1350.40
JAMMU & KASHMIR,1959,1550.30
JAMMU & KASHMIR,1960,766.40
JAMMU & KASHMIR,1961,1138.20
JAMMU & KASHMIR,1962,930.30
JAMMU & KASHMIR,1963,909.20
JAMMU & KASHMIR,1964,946.20
JAMMU & KASHMIR,1965,912.60
JAMMU & KASHMIR,1966,1378.90
JAMMU & KASHMIR,1967,1091.30
JAMMU & KASHMIR,1968,1065.60
JAMMU & KASHMIR,1969,1095.60
JAMMU & KASHMIR,1970,657.00
JAMMU & KASHMIR,1971,764.70
JAMMU & KASHMIR,1972,1145.60
JAMMU & KASHMIR,1973,1100.50
JAMMU & KASHMIR,1974,802.60
JAMMU & KASHMIR,1975,1180.40
JAMMU & KASHMIR,1976,1023.70
JAMMU & KASHMIR,1977,955.00
JAMMU & KASHMIR,1978,1061.60
JAMMU & KASHMIR,1979,1077.40
JAMMU & KASHMIR,1980,1017.90
JAMMU & KASHMIR,1981,1135.50
JAMMU & KASHMIR,1982,1202.20
JAMMU & KASHMIR,1983,1485.20
JAMMU & KASHMIR,1984,1157.40
JAMMU & KASHMIR,1985,1167.10
JAMMU & KASHMIR,1986,1521.00
JAMMU & KASHMIR,1987,1216.00
JAMMU & KASHMIR,1988,1670.90
JAMMU & KASHMIR,1989,1216.00
JAMMU & KASHMIR,1990,1574.00
JAMMU & KASHMIR,1991,1448.80
JAMMU & KASHMIR,1992,1478.10
JAMMU & KASHMIR,1993,1243.80
JAMMU & KASHMIR,1994,1732.50
JAMMU & KASHMIR,1995,1619.60
JAMMU & KASHMIR,1996,1620.40
JAMMU & KASHMIR,1997,1295.90
JAMMU & KASHMIR,1998,1325.90
JAMMU & KASHMIR,1999,890.30
JAMMU & KASHMIR,2000,984.60
JAMMU & KASHMIR,2001,952.70
JAMMU & KASHMIR,2002,903.50
JAMMU & KASHMIR,2003,1311.10
JAMMU & KASHMIR,2004,944.90
JAMMU & KASHMIR,2005,1692.70
JAMMU & KASHMIR,2006,1519.80
JAMMU & KASHMIR,2007,1023.50
JAMMU & KASHMIR,2008,1224.50
JAMMU & KASHMIR,2009,
